Country,Year,Happiness Score,GDP per Capita,Social Support,Life Expectancy,Freedom,Generosity,Corruption
Georgia,2015,4.121940612792969,9.44186019897461,0.5173715949058533,64.19999694824219,0.6399449706077576,-0.2079566866159439,0.5024167895317078
Mexico,2015,6.2362871170043945,9.880367279052734,0.760614275932312,65.80000305175781,0.719465970993042,-0.15622252225875854,0.7079719305038452
Canada,2015,7.4127726554870605,10.768951416015625,0.9390670657157898,71.0999984741211,0.9314689636230469,0.2489084005355835,0.42715224623680115
Yemen,2015,2.9826738834381104,7.772318363189697,0.6686834692955017,58.400001525878906,0.6099807620048523,-0.13505199551582336,0.8290975689888
Vietnam,2015,5.076315402984619,8.998518943786621,0.8486766815185547,64.9000015258789,,0.06641044467687607,
Portugal,2015,5.08086633682251,10.345566749572754,0.866213858127594,70.5,0.8004403114318848,-0.16694305837154388,0.9410507678985596
Philippines,2015,5.547489166259766,8.886696815490723,0.8535885810852051,61.900001525878906,0.9115335941314697,-0.053213272243738174,0.7551915645599365
Afghanistan,2015,3.9828546047210693,7.653833389282227,0.5285972356796265,52.599998474121094,0.3889275789260864,0.08165227621793747,0.8806383013725281
Ecuador,2015,5.964075088500977,9.384984016418457,0.8558892011642456,67.5,0.8008704781532288,-0.11710470169782639,0.6658275127410889
Belgium,2015,6.904219150543213,10.808846473693848,0.8852088451385498,70.0,0.8694749474525452,0.0579475574195385,0.4687846302986145
Benin,2015,3.624664306640625,7.955011367797852,0.43438851833343506,54.29999923706055,0.7333835959434509,-0.02617301046848297,0.850098192691803
Congo (Kinshasa),2015,3.9027416706085205,6.939807891845703,0.7672355771064758,52.400001525878906,0.5737637877464294,-0.046406857669353485,0.8663780093193054
Bahrain,2015,6.007375240325928,10.78836441040039,0.852550745010376,66.19999694824219,0.8495211601257324,0.10749967396259308,
South Africa,2015,4.887325763702393,9.538723945617676,0.8980962634086609,54.099998474121094,0.8624494075775146,-0.13588818907737732,0.8526947498321533
Mongolia,2015,4.982719898223877,9.317831039428711,0.9055243730545044,59.900001525878906,0.6855107545852661,0.169322207570076,0.9002181887626648
Argentina,2015,6.6971306800842285,10.083050727844238,0.9264922738075256,66.9000015258789,0.8812236785888672,-0.17755191028118134,0.8509061932563782
Guatemala,2015,6.464986801147461,9.002781867980957,0.8228374719619751,61.5,0.8686397671699524,0.048504479229450226,0.8216549158096313
Madagascar,2015,3.5925140380859375,7.318787574768066,0.6467165350914001,56.29999923706055,0.5447536110877991,-0.04039369523525238,0.8609533905982971
Moldova,2015,6.017472267150879,9.24527645111084,0.8399055004119873,62.900001525878906,0.5952414274215698,-0.09272665530443192,0.9431188106536865
Jordan,2015,5.404593467712402,9.201573371887207,0.8304438591003418,67.5999984741211,0.7665170431137085,-0.048336345702409744,
Tunisia,2015,5.1316118240356445,9.282613754272461,0.609470009803772,66.69999694824219,0.7113733887672424,-0.230600506067276,0.8148249983787537
Malaysia,2015,6.3221211433410645,10.09209156036377,0.8176162838935852,65.80000305175781,0.6745944619178772,0.22047290205955505,0.8378922343254089
Greece,2015,5.622519016265869,10.249216079711914,0.8348246812820435,70.4000015258789,0.5317363142967224,-0.2751280665397644,0.8239596486091614
Congo (Brazzaville),2015,4.690830230712891,8.519078254699707,0.6421361565589905,54.900001525878906,0.8501724600791931,-0.12598025798797607,0.8413594961166382
Uruguay,2015,6.628080368041992,10.02066707611084,0.8914934992790222,67.5,0.9168796539306641,-0.04221199080348015,0.6734756827354431
El Salvador,2015,6.018496036529541,9.019993782043457,0.7907553911209106,63.5,0.7333559393882751,-0.16005195677280426,0.8045442700386047
Spain,2015,6.3806633949279785,10.528729438781738,0.956471860408783,71.5999984741211,0.732000470161438,-0.07627370208501816,0.8216649293899536
Honduras,2015,4.8454365730285645,8.552596092224121,0.7723755240440369,61.29999923706055,0.5340576767921448,-0.09782528877258301,0.8480827212333679
Mali,2015,4.582098484039307,7.630509376525879,0.8301891684532166,53.0,0.6337535381317139,-0.06647532433271408,0.8000467419624329
Botswana,2015,3.761964797973633,9.523887634277344,0.8156560659408569,52.79999923706055,0.8571689128875732,-0.10520064830780029,0.8602929711341858
Tajikistan,2015,5.124210834503174,7.9929423332214355,0.8439325094223022,61.400001525878906,0.8465421199798584,0.016705302521586418,0.7416896224021912
Saudi Arabia,2015,6.345491886138916,10.765941619873047,0.8197497129440308,63.20000076293945,0.8202072381973267,-0.046798836439847946,
United States,2015,6.863946914672852,10.975543022155762,0.9035710692405701,66.5999984741211,0.8487534523010254,0.21513232588768005,0.6975426077842712
Malawi,2015,3.867638349533081,7.272983074188232,0.4943816363811493,54.900001525878906,0.8013907074928284,0.03259092569351196,0.8348253965377808
Malta,2015,6.613394260406494,10.594230651855469,0.9187648892402649,71.30000305175781,0.9121780395507812,0.340854287147522,0.663886308670044
South Sudan,2015,4.070771217346191,,0.5847813487052917,53.0,0.5116310119628906,,0.7096059322357178
Poland,2015,6.007021903991699,10.228020668029785,0.8930904269218445,68.0,0.7934621572494507,-0.09632062166929245,0.8100963234901428
Azerbaijan,2015,5.146774768829346,9.605931282043457,0.7857027649879456,63.099998474121094,0.7642894983291626,-0.20102177560329437,0.615552544593811
Indonesia,2015,5.042799949645996,9.222451210021973,0.8094781041145325,62.29999923706055,0.7794183492660522,0.46854978799819946,0.9459672570228577
Japan,2015,5.8796844482421875,10.606649398803711,0.9226571917533875,73.5999984741211,0.8316941857337952,-0.16057589650154114,0.654443085193634
Mauritania,2015,3.922664165496826,8.547121047973633,0.8749459385871887,58.900001525878906,0.4470865726470947,0.0527348518371582,0.7153584361076355
South Korea,2015,5.780211448669434,10.566916465759277,0.7683506011962891,72.0,0.6158487796783447,-0.03961167484521866,0.840721607208252
Estonia,2015,5.628908634185791,10.34299373626709,0.9179296493530273,68.30000305175781,0.8146923780441284,-0.16721443831920624,0.5687344670295715
Egypt,2015,4.762538433074951,9.210259437561035,0.7297442555427551,62.0,0.6592614650726318,-0.0875600129365921,0.6844980716705322
Morocco,2015,5.163156986236572,8.947375297546387,0.6059176325798035,63.29999923706055,0.7129334211349487,-0.23581509292125702,0.8418569564819336
Montenegro,2015,5.1249213218688965,9.812845230102539,0.7396305203437805,66.5999984741211,0.5833173394203186,-0.14767777919769287,0.7812325954437256
Australia,2015,7.309060573577881,10.769908905029297,0.951861560344696,70.5999984741211,0.9218710064888,0.3282891511917114,0.35655438899993896
Germany,2015,7.037137508392334,10.84269905090332,0.925923228263855,70.0999984741211,0.8894288539886475,0.17334501445293427,0.4121682941913605
Burkina Faso,2015,4.4189300537109375,7.529865264892578,0.7053934931755066,53.400001525878906,0.659102737903595,0.004729508887976408,0.6927239894866943
Uzbekistan,2015,5.97236442565918,8.764227867126465,0.9682252407073975,63.5,0.9799371361732483,0.3684849143028259,0.4709169268608093
Albania,2015,4.6066508293151855,9.382661819458008,0.6393561363220215,69.0,0.7038506865501404,-0.08249161392450333,0.8847930431365967
Nicaragua,2015,5.924112796783447,8.623893737792969,0.826908528804779,65.19999694824219,0.8092591762542725,0.07556244730949402,0.7279983758926392
Czechia,2015,6.608017444610596,10.495941162109375,0.9113625884056091,68.30000305175781,0.8084841966629028,-0.14991368353366852,0.886467456817627
Singapore,2015,6.619524955749512,11.39819622039795,0.8664366602897644,73.19999694824219,0.8868908882141113,0.14501769840717316,0.09894388169050217
Hungary,2015,5.344383239746094,10.222970008850098,0.8587338328361511,66.5999984741211,0.5577213764190674,-0.20161114633083344,0.9075303077697754
Niger,2015,3.6714537143707275,7.0250139236450195,0.713019609451294,54.099998474121094,0.7281283140182495,-0.03286653757095337,0.7025496959686279
Iceland,2015,7.49807071685791,10.861743927001953,0.9802832007408142,71.9000015258789,0.9404851198196411,0.2958260774612427,0.638661801815033
Panama,2015,6.605550289154053,10.258112907409668,0.8826150298118591,68.30000305175781,0.8466691970825195,-0.011002043262124062,0.809942901134491
Nigeria,2015,4.932914733886719,8.599528312683105,0.8116476535797119,53.099998474121094,0.6804702877998352,-0.03668970987200737,0.926109254360199
Ghana,2015,3.9859161376953125,8.437417984008789,0.6874485611915588,56.5,0.8520161509513855,-0.03983137756586075,0.9454361200332642
Chile,2015,6.532749652862549,10.104988098144531,0.8271418809890747,69.4000015258789,0.7688814401626587,0.03440462425351143,0.8115113377571106
Cyprus,2015,5.43916130065918,10.45085620880127,0.7695561051368713,71.5999984741211,0.6280348300933838,0.10937372595071793,0.8927951455116272
Ireland,2015,6.830125331878662,11.177324295043945,0.9529425501823425,70.69999694824219,0.89227694272995,0.22772368788719177,0.40875691175460815
North Macedonia,2015,4.975589752197266,9.625226974487305,0.7663681507110596,65.30000305175781,0.660318911075592,-0.05075867101550102,0.8241789937019348
Croatia,2015,5.205438137054443,10.123887062072754,0.7683634161949158,67.9000015258789,0.6935230493545532,-0.10161066800355911,0.8485455513000488
Sierra Leone,2015,4.908617973327637,7.322221279144287,0.6105937361717224,49.70000076293945,0.6242961287498474,0.05085967853665352,0.824828028678894
Norway,2015,7.603433609008789,11.050691604614258,0.9468339681625366,71.19999694824219,0.9476205110549927,0.2511306405067444,0.2988143563270569
Serbia,2015,5.317685127258301,9.65380859375,0.8162510395050049,66.4000015258789,0.5458920001983643,-0.06573913246393204,0.859358012676239
Iraq,2015,4.493377208709717,9.145398139953613,0.6844348311424255,60.79999923706055,0.5994599461555481,0.0233624167740345,0.7621671557426453
Tanzania,2015,3.660597324371338,7.743546485900879,0.7902625799179077,56.70000076293945,0.7586846947669983,0.14842455089092255,0.9064226150512695
Armenia,2015,4.3483195304870605,9.350626945495605,0.7225510478019714,66.0,0.5510266423225403,-0.206866055727005,0.901462197303772
